name,lon,lat,category,road,suburb,city_district,town,city,state,postcode,country,operator,ref,public_transport,station,wheelchair,network
Kuala Krai,102.2030684,5.52993,station,Jalan Kota Bharu – Gua Musang,,,Kuala Krai,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,yes,KTM Intercity
Manek Urai,102.2321226,5.3912682,station,Jalan Kota Bharu – Gua Musang,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Limau Kasturi,102.0693252,5.0791353,station,D237,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Sungai Koyan,102.015573,4.9870609,station,D29,,,,,Kelantan,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Gua Musang,101.9667365,4.8789124,station,Jalan Kota Bharu – Gua Musang,,,Gua Musang,,Kelantan,"18300",Malaysia,Keretapi Tanah Melayu,,station,,yes,KTM Intercity
Chin Teck (振德),102.0010934,4.8359872,halt,Jalan Industri,,,,,Kelantan,"18300",Malaysia,Keretapi Tanah Melayu,,halt,,,KTM Intercity
Kampung Berkam,101.9221243,4.2934499,station,"235",,,,,Pahang,"27650",Malaysia,,,station,,yes,
Kampung Berkam,101.9220963,4.293461,station,"235",,,,,Pahang,"27650",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Bukit Betong,101.9252709,4.257805,station,"235",,,,,Pahang,"27650",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Dura,101.9176381,4.3344149,station,Jalan Central Spine,,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Telang,101.9518083,4.2486596,station,"8",,,,,Pahang,"27200",Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Chegar Perah,101.9316758,4.4220317,station,Jalan Central Spine,,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,train,yes,KTM Intercity
Kuala Tembeling,102.3099663,4.0554115,halt,"234",,,,,Pahang,"27010",Malaysia,Keretapi Tanah Melayu,,halt,,,KTM Intercity
Sungai Lik,102.215682,4.0863215,halt,C160,,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,halt,,,KTM Intercity
Jenderak,102.3592797,3.8071139,station,Jalan Batu 100,,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
Jeransang,102.3628305,3.8596605,halt,Jalan Jeransang,,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,halt,,,KTM Intercity
Mengkuang,102.3975151,3.1888926,halt,Jalan Temerloh - Kemayan,,,,,Pahang,"28740",Malaysia,Keretapi Tanah Melayu,,halt,,,KTM Intercity
Rompin,102.5051411,2.7054195,halt,"10",,,,,Negeri Sembilan,"73500",Malaysia,Keretapi Tanah Melayu,,halt,,,KTM Intercity
Aur Gading,101.9215688,4.3583831,station,Jalan Central Spine,,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,station,,,KTM Intercity
,101.6718087,2.9318589,taxi,Jalan P7 B,,,,Putrajaya,Putrajaya,"62250",Malaysia,,,,,,
Batu Sembilan,102.1652946,4.1744164,halt,"234",,,,,Pahang,,Malaysia,Keretapi Tanah Melayu,,halt,,,KTM Intercity
,101.2878944,4.1109641,taxi,Jalan Perhentian Teksi,,,Bidor,,Perak,"35500",Malaysia,,,,,,
Terminal Bas KLIA T2 (Door 2 Level 1),101.6847142,2.7452666,bus_station,Ketibaan,,,,Sepang,Selangor,"64000",Malaysia,"Airport Liner;Jetbus;Aero Bus;SkyBus;Transnasional",,station,,yes,
,101.7101855,3.0763605,taxi,Jalan 17/141,,,,,Kuala Lumpur,"57100",Malaysia,,,,,,
,101.7082671,3.1585038,taxi,Jalan Ampang,,,,Kuala Lumpur,Kuala Lumpur,"50250",Malaysia,,,,,,
Lekir Bulk Terminal,100.6394717,4.1692067,ferry_terminal,Persiaran Arang Batu,,,Seri Manjung,,Perak,"32040",Malaysia,,,station,,,
KLIA Terminal 2 - e-hailing (Door 5 Level 1),101.684445,2.7444547,taxi,"Bas, Teksi, Motorsikal & E-hailing",,,,Sepang,Selangor,"64000",Malaysia,,,,,,
Upper Tunnel Station,100.2697897,5.4230062,station,Upper Tunnel Road West,,,,George Town,Pulau Pinang,"11300",Malaysia,,,platform,,,
Lower Tunnel Station,100.2702575,5.4221697,halt,Lower Tunnel Road,,,,George Town,Pulau Pinang,"11300",Malaysia,,,platform,,,
Gate A,101.587044,3.0845485,subway_entrance,Lorong Motosikal Lebuhraya Persekutuan,,,,Majlis Bandaraya Subang Jaya,Selangor,"47500",Malaysia,,,,,,
Sijangkang Bas Station,101.4450792,2.932989,bus_station,Jalan Melati,Sijangkang,,Teluk Panglima Garang,,Selangor,,Malaysia,,,station,,,
,118.2252409,5.4886741,pier,Jalan Sukau Bilit,,,,,Sabah,,Malaysia,,,,,,
Bebuling STOLPort,111.5008528,1.4663345,aerodrome,Jalan Lapangan Terbang Bebuling,,,,,Sarawak,,Malaysia,,,,,,
Lintang Jalong Omnibus,101.0726768,4.8203871,bus_station,Jalan Damai,,,Sungai Siput,,Perak,"31100",Malaysia,Lintang Jalong Omnibus Company Sdn. Bhd.,,station,,,
,101.0726513,4.8192544,taxi,Jalan Ho Sang,,,Sungai Siput,,Perak,"31100",Malaysia,,,,,,
